"referid","testid","seqid","algorithm","sp","tc","time"
"ref6","test_2b","kringle_2_ref6","poa","","","1017.88"
"ref6","test_2b","kringle_2_ref6","clustalw2","","","3026.156"
"ref6","test_3","kringle_1_ref6","tcoffee","","","78297.412"
"ref6","test_3","kringle_1_ref6","dialign","","",""
"ref6","test_3","kringle_1_ref6","poa","","","8743.329"
"ref6","test_3","kringle_1_ref6","clustalw2","","","19680.08"
"ref6","test_2c","kringle_1_ref6","tcoffee","","","10517.042"
"ref6","test_2c","kringle_1_ref6","dialign","","",""
"ref6","test_2c","kringle_1_ref6","poa","","","1730.355"
"ref6","test_2c","kringle_1_ref6","clustalw2","","","4503.606"
"ref6","test_4","sushi_2_ref6","tcoffee","","","1858.269"
"ref6","test_4","sushi_2_ref6","dialign","","","901.609"
"ref6","test_4","sushi_2_ref6","poa","","","434.896"
"ref6","test_4","sushi_2_ref6","clustalw2","","","686.464"
"ref6","test_1b","zf_ref6","tcoffee","","","916.155"
"ref6","test_1b","zf_ref6","dialign","","","482.363"
"ref6","test_1b","zf_ref6","poa","","","268.385"
"ref6","test_1b","zf_ref6","clustalw2","","","371.209"
"ref4","test","2abk_ref4","tcoffee","0.614","0.198","824.729"
"ref4","test","2abk_ref4","dialign","0.620","0.256","479.757"
"ref4","test","2abk_ref4","poa","0.566","0.099","242.701"
"ref4","test","2abk_ref4","clustalw2","0.469","0.000","203.598"
"ref6","test_2a","myb_1_ref6","tcoffee","","","105292.522"
"ref6","test_2a","myb_1_ref6","dialign","","","78987.799"
"ref6","test_2a","myb_1_ref6","poa","","","11116.429"
"ref6","test_2a","myb_1_ref6","clustalw2","","","12928.49"
"ref2","test1","1r69_ref2","tcoffee","0.893","0.414","841.157"
"ref2","test1","1r69_ref2","dialign","0.843","","617.036"
"ref2","test1","1r69_ref2","poa","0.865","0.431","177.653"
"ref2","test1","1r69_ref2","clustalw2","0.916","0.483","127.149"
"ref2","test1","1aboA_ref2","tcoffee","0.837","0.109","436.149"
"ref2","test1","1aboA_ref2","dialign","0.684","0.000","207.521"
"ref2","test1","1aboA_ref2","poa","0.689","0.000","140.882"
"ref2","test1","1aboA_ref2","clustalw2","0.859","0.455","56.925"
"ref1","test3","glg_ref1","tcoffee","0.887","0.807","838.86"
"ref1","test3","glg_ref1","dialign","0.778","0.689","463.369"
"ref1","test3","glg_ref1","poa","0.652","0.587","247.063"
"ref1","test3","glg_ref1","clustalw2","0.799","0.684","317.265"
"ref6","test_2b","kringle_1_ref6","tcoffee","","","613.987"
"ref6","test_2b","kringle_1_ref6","dialign","","","347.999"
"ref6","test_2b","kringle_1_ref6","poa","","","209.052"
"ref6","test_2b","kringle_1_ref6","clustalw2","","","202.584"
"ref6","test_3","sushi_2_ref6","tcoffee","","","931.957"
"ref6","test_3","sushi_2_ref6","dialign","","","374.749"
"ref6","test_3","sushi_2_ref6","poa","","","302.829"
"ref6","test_3","sushi_2_ref6","clustalw2","","","343.044"
"ref4","test","1mfa_ref4","tcoffee","0.676","0.473","986.647"
"ref4","test","1mfa_ref4","dialign","0.457","0.230","722.492"
"ref4","test","1mfa_ref4","poa","0.528","0.189","229.394"
"ref4","test","1mfa_ref4","clustalw2","0.500","0.000","250.448"
"ref1","test1","1aboA_ref1","tcoffee","0.579","0.229","229.12"
"ref1","test1","1aboA_ref1","dialign","0.581","0.229","123.423"
"ref1","test1","1aboA_ref1","poa","0.275","0.000","113.955"
"ref1","test1","1aboA_ref1","clustalw2","0.688","0.458","27.715"
"ref6","test_4","sushi_1_ref6","tcoffee","","","2129.694"
"ref6","test_4","sushi_1_ref6","dialign","","","939.499"
"ref6","test_4","sushi_1_ref6","poa","","","565.725"
"ref6","test_4","sushi_1_ref6","clustalw2","","","588.214"
"ref5","test","1qpg_ref5","tcoffee","0.896","0.826","689.655"
"ref5","test","1qpg_ref5","dialign","0.888","0.799","469.547"
"ref5","test","1qpg_ref5","poa","0.778","0.572","202.604"
"ref5","test","1qpg_ref5","clustalw2","0.903","0.858","360.193"
"ref6","test_2a","kringle_2_ref6","tcoffee","","","1795.905"
"ref6","test_2a","kringle_2_ref6","dialign","","","1320.108"
"ref6","test_2a","kringle_2_ref6","poa","","","363.753"
"ref6","test_2a","kringle_2_ref6","clustalw2","","","733.191"
"ref1","test2","kinase_ref1","tcoffee","0.727","0.580","583.608"
"ref1","test2","kinase_ref1","dialign","0.604","0.446","196.745"
"ref1","test2","kinase_ref1","poa","0.510","0.312","190.889"
"ref1","test2","kinase_ref1","clustalw2","0.655","0.485","247.236"
"ref6","test_3","sushi_1_ref6","tcoffee","","","1591.329"
"ref6","test_3","sushi_1_ref6","dialign","","","696.869"
"ref6","test_3","sushi_1_ref6","poa","","","374.657"
"ref6","test_3","sushi_1_ref6","clustalw2","","","486.385"
"ref1","test2","1ton_ref1","tcoffee","0.887","0.807","402.938"
"ref1","test2","1ton_ref1","dialign","0.754","0.565","214.358"
"ref1","test2","1ton_ref1","poa","0.705","0.459","184.844"
"ref1","test2","1ton_ref1","clustalw2","0.718","0.546","256.712"
"ref2","test1","kinase_ref2","tcoffee","0.920","0.664","3314.713"
"ref2","test1","kinase_ref2","dialign","0.749","0.021","2145.928"
"ref2","test1","kinase_ref2","poa","0.852","0.485","849.303"
"ref2","test1","kinase_ref2","clustalw2","0.883","0.539","816.259"
"ref6","test_2a","kringle_1_ref6","tcoffee","","","1481.926"
"ref6","test_2a","kringle_1_ref6","dialign","","","957.725"
"ref6","test_2a","kringle_1_ref6","poa","","","358.726"
"ref6","test_2a","kringle_1_ref6","clustalw2","","","623.753"
"ref3","test","2pia_ref3","tcoffee","0.820","0.599","4540.063"
"ref3","test","2pia_ref3","dialign","0.571","0.000","2454.822"
"ref3","test","2pia_ref3","poa","0.559","0.150","682.522"
"ref3","test","2pia_ref3","clustalw2","0.709","0.430","945.109"
"ref1","test3","1ac5_ref1","tcoffee","0.821","0.735","543.885"
"ref1","test3","1ac5_ref1","dialign","0.709","0.624","278.175"
"ref1","test3","1ac5_ref1","poa","0.525","0.232","274.012"
"ref1","test3","1ac5_ref1","clustalw2","0.788","0.696","215.613"
"ref1","test3","1eft_ref1","tcoffee","0.857","0.726","398.913"
"ref1","test3","1eft_ref1","dialign","0.455","0.088","190.334"
"ref1","test3","1eft_ref1","poa","0.794","0.616","186.21"
"ref1","test3","1eft_ref1","clustalw2","0.829","0.707","129.33"
"ref1","test3","gal4_ref1","tcoffee","0.617","0.389","802.247"
"ref1","test3","gal4_ref1","dialign","0.143","0.000","316.395"
"ref1","test3","gal4_ref1","poa","0.232","0.127","199.209"
"ref1","test3","gal4_ref1","clustalw2","0.523","0.353","162.125"
"ref1","test3","arp_ref1","tcoffee","0.901","0.819","710.119"
"ref1","test3","arp_ref1","dialign","0.865","0.762","302.389"
"ref1","test3","arp_ref1","poa","0.799","0.680","201.826"
"ref1","test3","arp_ref1","clustalw2","0.831","0.720","193.678"
"ref1","test1","9rnt_ref1","tcoffee","0.978","0.945","267.524"
"ref1","test1","9rnt_ref1","dialign","0.959","0.912","88.829"
"ref1","test1","9rnt_ref1","poa","0.902","0.769","120.501"
"ref1","test1","9rnt_ref1","clustalw2","0.952","0.901","35.232"
"ref6","test","myb_ref6","tcoffee","","",""
"ref6","test","myb_ref6","dialign","","",""
"ref6","test","myb_ref6","poa","","",""
"ref6","test","myb_ref6","clustalw2","","","56473.306"
"ref1","test3","1pkm_ref1","tcoffee","0.906","0.848","579.286"
"ref1","test3","1pkm_ref1","dialign","0.860","0.784","470.692"
"ref1","test3","1pkm_ref1","poa","0.782","0.664","186.421"
"ref1","test3","1pkm_ref1","clustalw2","0.905","0.846","269.011"
"ref3","test","2myr_ref3","tcoffee","0.707","0.367","8369.456"
"ref3","test","2myr_ref3","dialign","0.472","0.000","6111.861"
"ref3","test","2myr_ref3","poa","0.483","0.119","1553.49"
"ref3","test","2myr_ref3","clustalw2","0.645","0.310","2077.925"
"ref1","test2","1gdoA_ref1","tcoffee","0.834","0.730","340.641"
"ref1","test2","1gdoA_ref1","dialign","0.746","0.554","277.835"
"ref1","test2","1gdoA_ref1","poa","0.661","0.455","136.425"
"ref1","test2","1gdoA_ref1","clustalw2","0.850","0.779","154.816"
"ref6","test_4","lrr_3_ref6","tcoffee","","","6771.846"
"ref6","test_4","lrr_3_ref6","dialign","","","4603.924"
"ref6","test_4","lrr_3_ref6","poa","","","1212.879"
"ref6","test_4","lrr_3_ref6","clustalw2","","","2092.129"
"ref1","test2","1pii_ref1","tcoffee","0.824","0.717","299.996"
"ref1","test2","1pii_ref1","dialign","0.821","0.686","253.766"
"ref1","test2","1pii_ref1","poa","0.717","0.583","135.159"
"ref1","test2","1pii_ref1","clustalw2","0.807","0.668","125.136"
"ref1","test1","2fxb_ref1","tcoffee","0.959","0.926","687.191"
"ref1","test1","2fxb_ref1","dialign","0.889","0.722","62.573"
"ref1","test1","2fxb_ref1","poa","0.963","0.907","122.33"
"ref1","test1","2fxb_ref1","clustalw2","0.993","0.981","25.926"
"ref6","test_4","lrr_2_ref6","tcoffee","","","6519.138"
"ref6","test_4","lrr_2_ref6","dialign","","","4816.67"
"ref6","test_4","lrr_2_ref6","poa","","","1283.977"
"ref6","test_4","lrr_2_ref6","clustalw2","","","2037.922"
"ref6","test","kringle_ref6","tcoffee","","",""
"ref6","test","kringle_ref6","dialign","","",""
"ref6","test","kringle_ref6","poa","","",""
"ref6","test","kringle_ref6","clustalw2","","","26197.937"
"ref1","test2","1ldg_ref1","tcoffee","0.942","0.901","359.662"
"ref1","test2","1ldg_ref1","dialign","0.456","0.000","294.412"
"ref1","test2","1ldg_ref1","poa","0.811","0.710","159.261"
"ref1","test2","1ldg_ref1","clustalw2","0.920","0.860","440.706"
"ref3","test","1uky_ref3","tcoffee","0.616","0.103","3814.714"
"ref3","test","1uky_ref3","dialign","0.471","0.000","2457.852"
"ref3","test","1uky_ref3","poa","0.500","0.090","604.155"
"ref3","test","1uky_ref3","clustalw2","0.527","0.097","676.811"
"ref1","test3","1ad3_ref1","tcoffee","0.951","0.915","461.966"
"ref1","test3","1ad3_ref1","dialign","0.470","0.000","274.57"
"ref1","test3","1ad3_ref1","poa","0.943","0.893","216.586"
"ref1","test3","1ad3_ref1","clustalw2","0.951","0.913","181.445"
"ref1","test2","1ad2_ref1","tcoffee","0.922","0.868","231.508"
"ref1","test2","1ad2_ref1","dialign","0.882","0.810","106.736"
"ref1","test2","1ad2_ref1","poa","0.810","0.677","142.262"
"ref1","test2","1ad2_ref1","clustalw2","0.854","0.762","55.09"
